Date,state,Confirmed,Recovered,Deceased
2021-04-09,Dadra and Nagar Haveli and Daman and Diu,3887,3624,2
2021-04-09,Delhi,706526,668699,11196
2021-04-09,Goa,61239,56797,845
2021-04-09,Gujarat,337015,309626,4697
2021-04-09,Haryana,310504,289121,3241
2021-04-09,Himachal Pradesh,68173,62298,1090
2021-04-09,India,13202952,11988045,168467
2021-04-09,Jammu and Kashmir,136470,128332,2023
2021-04-09,Jharkhand,134715,122936,1175
2021-04-09,Karnataka,1048085,977169,12813
2021-04-09,Kerala,1154011,1112758,4751
2021-04-09,Ladakh,10619,9932,130
2021-04-09,Lakshadweep,784,723,1
2021-04-09,Madhya Pradesh,327220,292598,4136
2021-04-09,Maharashtra,3288540,2695148,57329
2021-04-09,Manipur,29475,29009,375
2021-04-09,Meghalaya,14207,13889,151
2021-04-09,Mizoram,4558,4457,11
2021-04-09,Nagaland,12388,11988,91
2021-04-09,Odisha,346808,339200,1977
2021-04-09,Puducherry,43465,40694,687
2021-04-09,Punjab,266494,231885,7390
2021-04-09,Rajasthan,354287,327304,2898
2021-04-09,Sikkim,6329,5980,136
2021-04-09,Tamil Nadu,920827,874305,12863
2021-04-09,Telangana,321182,303964,1746
2021-04-09,Tripura,33641,33080,390
2021-04-09,Uttarakhand,106246,97327,1749
2021-04-09,Uttar Pradesh,663991,606646,9039
2021-04-09,West Bengal,606455,577474,10378
2021-04-10,Andaman and Nicobar Islands,5175,5038,62
2021-04-10,Andhra Pradesh,921906,895949,7291
2021-04-10,Arunachal Pradesh,16878,16790,56
2021-04-10,Assam,219958,215907,1117
2021-04-10,Bihar,279473,265870,1604
2021-04-10,Chandigarh,30341,26680,396
2021-04-10,Chhattisgarh,432776,342139,4777
2021-04-10,Dadra and Nagar Haveli and Daman and Diu,3990,3639,2
2021-04-10,Delhi,714423,674415,11235
2021-04-10,Goa,61779,56964,846
2021-04-10,Gujarat,342026,312151,4746
2021-04-10,Haryana,313441,290736,3252
2021-04-10,Himachal Pradesh,69116,62671,1102
2021-04-10,India,13355517,12078373,169305
2021-04-10,Jammu and Kashmir,137475,128691,2029
2021-04-10,Jharkhand,137088,123603,1192
2021-04-10,Karnataka,1055040,980519,12849
2021-04-10,Kerala,1160205,1115342,4768
2021-04-10,Ladakh,10765,10023,131
2021-04-10,Lakshadweep,794,728,1
2021-04-10,Madhya Pradesh,332206,295339,4160
2021-04-10,Maharashtra,3343951,2748153,57638
2021-04-10,Manipur,29486,29010,375
2021-04-10,Meghalaya,14246,13893,151
2021-04-10,Mizoram,4583,4457,11
2021-04-10,Nagaland,12400,11990,91
2021-04-10,Odisha,348182,339603,1979
2021-04-10,Puducherry,43737,40830,689
2021-04-10,Punjab,269733,234270,7448
2021-04-10,Rajasthan,358688,327866,2916
2021-04-10,Sikkim,6351,5982,136
2021-04-10,Tamil Nadu,926816,876257,12886
2021-04-10,Telangana,324091,304548,1752
2021-04-10,Tripura,33682,33081,390
2021-04-10,Uttarakhand,107479,97644,1752
2021-04-10,Uttar Pradesh,676739,608853,9085
2021-04-10,West Bengal,610498,578742,10390
2021-04-11,Andaman and Nicobar Islands,5190,5040,62
2021-04-11,Andhra Pradesh,925401,897147,7300
2021-04-11,Arunachal Pradesh,16882,16790,56
2021-04-11,Assam,220310,215943,1118
2021-04-11,Bihar,283229,266923,1610
2021-04-11,Chandigarh,30743,27037,399
2021-04-11,Chhattisgarh,443297,348121,4899
2021-04-11,Dadra and Nagar Haveli and Daman and Diu,4067,3659,2
2021-04-11,Delhi,725197,679573,11283
2021-04-11,Goa,62304,57134,848
2021-04-11,Gujarat,347495,315127,4800
2021-04-11,Haryana,316881,292632,3268
2021-04-11,Himachal Pradesh,69686,63177,1102
2021-04-11,India,13525432,12153753,170209
2021-04-11,Jammu and Kashmir,138390,129021,2034
2021-04-11,Jharkhand,139384,124238,1213
2021-04-11,Karnataka,1065290,983157,12889
2021-04-11,Kerala,1167191,1117700,4784
2021-04-11,Ladakh,10780,10037,131
2021-04-11,Lakshadweep,799,731,1
2021-04-11,Madhya Pradesh,338145,298645,4184
2021-04-11,Maharashtra,3407245,2782161,57987
2021-04-11,Manipur,29496,29013,376
2021-04-11,Meghalaya,14274,13933,151
2021-04-11,Mizoram,4612,4458,11
2021-04-11,Nagaland,12405,11992,93
2021-04-11,Odisha,349561,340062,1979
2021-04-11,Puducherry,44043,41036,691
2021-04-11,Punjab,272772,237391,7507
2021-04-11,Rajasthan,363793,328881,2926
2021-04-11,Sikkim,6405,5983,136
2021-04-11,Tamil Nadu,933434,878571,12908
2021-04-11,Telangana,327278,305335,1759
2021-04-11,Tripura,33730,33081,390
2021-04-11,Uttarakhand,108812,97887,1760
2021-04-11,Uttar Pradesh,692015,611622,9152
2021-04-11,West Bengal,614896,580515,10400
2021-04-12,Andaman and Nicobar Islands,5201,5050,62
2021-04-12,Andhra Pradesh,928664,898238,7311
2021-04-12,Arunachal Pradesh,16888,16791,56
2021-04-12,Assam,220893,216041,1118
2021-04-12,Bihar,286228,267559,1616
2021-04-12,Chandigarh,31167,27412,400
2021-04-12,Chhattisgarh,456873,352986,5031
2021-04-12,Dadra and Nagar Haveli and Daman and Diu,4194,3678,2
2021-04-12,Delhi,736688,687238,11355
2021-04-12,Goa,62780,57365,850
2021-04-12,Gujarat,353516,317981,4855
2021-04-12,Haryana,320699,294930,3282
2021-04-12,Himachal Pradesh,70775,63558,1111
2021-04-12,India,13686286,12250499,171089
2021-04-12,Jammu and Kashmir,139381,129439,2034
2021-04-12,Jharkhand,141750,125175,1232
2021-04-12,Karnataka,1074869,985924,12941
2021-04-12,Kerala,1172883,1120174,4795
2021-04-12,Ladakh,10905,10053,131
2021-04-12,Lakshadweep,813,732,1
2021-04-12,Madhya Pradesh,344634,301762,4221
2021-04-12,Maharashtra,3458996,2834473,58245
2021-04-12,Manipur,29514,29035,376
2021-04-12,Meghalaya,14300,13956,151
2021-04-12,Mizoram,4619,4468,12
2021-04-12,Nagaland,12416,11992,93
2021-04-12,Odisha,351302,340600,1981
2021-04-12,Puducherry,44555,41268,693
2021-04-12,Punjab,276223,240798,7559
2021-04-12,Rajasthan,369564,330172,2951
2021-04-12,Sikkim,6410,5985,136
2021-04-12,Tamil Nadu,940145,880910,12927
2021-04-12,Telangana,329529,305900,1765
2021-04-12,Tripura,33740,33083,391
2021-04-12,Uttarakhand,110146,98492,1767
2021-04-12,Uttar Pradesh,705619,614819,9224
2021-04-12,West Bengal,619407,582462,10414
2021-04-13,Andaman and Nicobar Islands,5209,5054,62
2021-04-13,Andhra Pradesh,932892,899721,7321
2021-04-13,Arunachal Pradesh,16902,16791,56
2021-04-13,Assam,221483,216093,1119
2021-04-13,Bihar,290385,268606,1630
2021-04-13,Chandigarh,31564,27793,401
2021-04-13,Chhattisgarh,471994,357668,5187
2021-04-13,Dadra and Nagar Haveli and Daman and Diu,4301,3699,2
2021-04-13,Delhi,750156,695210,11436
2021-04-13,Goa,63342,57601,853
2021-04-13,Gujarat,360206,320729,4922
2021-04-13,Haryana,324544,297039,3298
2021-04-13,Himachal Pradesh,71394,63966,1122
2021-04-13,India,13871592,12332770,172115
2021-04-13,Jammu and Kashmir,140650,129932,2037
2021-04-13,Jharkhand,144594,126178,1261
2021-04-13,Karnataka,1083647,992003,13008
2021-04-13,Kerala,1180398,1123133,4815
2021-04-13,Ladakh,11070,10088,131
2021-04-13,Lakshadweep,834,741,1
2021-04-13,Madhya Pradesh,353632,305832,4261
2021-04-13,Maharashtra,3519208,2866097,58526
2021-04-13,Manipur,29540,29046,376
2021-04-13,Meghalaya,14387,13966,151
2021-04-13,Mizoram,4655,4469,12
2021-04-13,Nagaland,12427,11995,93
2021-04-13,Odisha,353086,341123,1983
2021-04-13,Puducherry,44973,41477,696
2021-04-13,Punjab,279203,243410,7609
2021-04-13,Rajasthan,375092,331423,2979
2021-04-13,Sikkim,6435,5990,136
2021-04-13,Tamil Nadu,947129,884199,12945
2021-04-13,Telangana,332581,306678,1772
2021-04-13,Tripura,33802,33090,391
2021-04-13,Uttarakhand,112071,98897,1780
2021-04-13,Uttar Pradesh,723582,618293,9309
2021-04-13,West Bengal,624224,584740,10434
2021-04-14,Andaman and Nicobar Islands,5247,5078,63
2021-04-14,Andhra Pradesh,937049,901327,7339
2021-04-14,Arunachal Pradesh,16912,16792,56
2021-04-14,Assam,221868,216199,1122
2021-04-14,Bihar,295171,269795,1651
2021-04-14,Chandigarh,31985,28210,404
2021-04-14,Chhattisgarh,486244,362301,5307
2021-04-14,Dadra and Nagar Haveli and Daman and Diu,4405,3728,2
2021-04-14,Delhi,767438,705162,11540
2021-04-14,Goa,63815,57846,857
2021-04-14,Gujarat,367616,323371,4995
2021-04-14,Haryana,329942,299205,3316
2021-04-14,Himachal Pradesh,72319,64218,1135
2021-04-14,India,14071176,12426195,173153
2021-04-14,Jammu and Kashmir,141736,130304,2042
2021-04-14,Jharkhand,147792,127976,1292
2021-04-14,Karnataka,1094912,996367,13046
2021-04-14,Kerala,1189176,1125775,4837
2021-04-14,Ladakh,11278,10095,132
2021-04-14,Lakshadweep,845,741,1
2021-04-14,Madhya Pradesh,363352,309489,4312
2021-04-14,Maharashtra,3578160,2905721,58804
2021-04-14,Manipur,29561,29052,376
2021-04-14,Meghalaya,14485,13971,151
2021-04-14,Mizoram,4685,4470,12
2021-04-14,Nagaland,12440,12097,93
2021-04-14,Odisha,355353,341733,1986
2021-04-14,Puducherry,45449,41719,698
2021-04-14,Punjab,282505,246583,7672
2021-04-14,Rajasthan,381292,333379,3008
2021-04-14,Sikkim,6456,5990,136
2021-04-14,Tamil Nadu,954948,887663,12970
2021-04-14,Telangana,334738,307499,1780
2021-04-14,Tripura,33841,33112,391
2021-04-14,Uttarakhand,114024,99380,1793
2021-04-14,Uttar Pradesh,744021,622810,9376
2021-04-14,West Bengal,630116,587037,10458
2021-04-15,Andaman and Nicobar Islands,5262,5082,63
2021-04-15,Andhra Pradesh,942135,903072,7353
2021-04-15,Arunachal Pradesh,16920,16798,56
2021-04-15,Assam,222367,216284,1123
2021-04-15,Bihar,301304,270550,1675
2021-04-15,Chandigarh,32397,28619,407
2021-04-15,Chhattisgarh,501500,374289,5442
2021-04-15,Dadra and Nagar Haveli and Daman and Diu,4518,3744,4
2021-04-15,Delhi,784137,718176,11652
2021-04-15,Goa,64572,58028,862
2021-04-15,Gujarat,375768,326394,5076
2021-04-15,Haryana,335800,301948,3334
2021-04-15,Himachal Pradesh,73353,64807,1146
2021-04-15,India,14288014,12544094,174337
2021-04-15,Jammu and Kashmir,142877,130791,2046
2021-04-15,Jharkhand,151272,129301,1320
2021-04-15,Karnataka,1109650,999958,13112
2021-04-15,Kerala,1197302,1128475,4857
2021-04-15,Ladakh,11464,10167,132
2021-04-15,Lakshadweep,901,749,1
2021-04-15,Madhya Pradesh,373518,313459,4365
2021-04-15,Maharashtra,3639855,2959056,59153
2021-04-15,Manipur,29579,29062,376
2021-04-15,Meghalaya,14582,13974,151
2021-04-15,Mizoram,4722,4477,12
2021-04-15,Nagaland,12482,12100,93
2021-04-15,Odisha,358342,342570,1988
2021-04-15,Puducherry,45862,41895,699
2021-04-15,Punjab,286816,249061,7722
2021-04-15,Rajasthan,387950,335633,3041
2021-04-15,Sikkim,6497,5995,136
2021-04-15,Tamil Nadu,962935,891839,12999
2021-04-15,Telangana,338045,308396,1788
2021-04-15,Tripura,33841,33112,391
2021-04-15,Uttarakhand,116244,99777,1802
2021-04-15,Uttar Pradesh,766360,627032,9480
2021-04-15,West Bengal,636885,589424,10480
2021-04-16,Andaman and Nicobar Islands,5289,5110,63
2021-04-16,Andhra Pradesh,948231,905266,7373
2021-04-16,Arunachal Pradesh,16948,16800,56
2021-04-16,Assam,222940,216397,1127
2021-04-16,Bihar,307557,272403,1688
2021-04-16,Chandigarh,32878,29047,408
2021-04-16,Chhattisgarh,516412,386529,5580
2021-04-16,Dadra and Nagar Haveli and Daman and Diu,4656,3769,4
2021-04-16,Delhi,803623,730825,11793
2021-04-16,Goa,65499,58310,868
2021-04-16,Gujarat,384688,329781,5170
2021-04-16,Haryana,342077,304906,3354
2021-04-16,Himachal Pradesh,74195,65291,1155
2021-04-16,India,14522016,12666980,175675
2021-04-16,Jammu and Kashmir,144021,131353,2048
2021-04-16,Jharkhand,155115,130694,1376
2021-04-16,Karnataka,1124509,1003985,13190
2021-04-16,Kerala,1207333,1132267,4878
2021-04-16,Ladakh,11709,10214,132
2021-04-16,Lakshadweep,945,760,1
2021-04-16,Madhya Pradesh,384563,320955,4425
2021-04-16,Maharashtra,3703584,3004391,59551
2021-04-16,Manipur,29610,29069,376
2021-04-16,Meghalaya,14703,13986,152
2021-04-16,Mizoram,4747,4482,12
2021-04-16,Nagaland,12504,12102,94
2021-04-16,Odisha,361450,343522,1991
2021-04-16,Puducherry,46393,42115,702
2021-04-16,Punjab,290707,252190,7772
2021-04-16,Rajasthan,395309,338424,3072
2021-04-16,Sikkim,6519,6005,136
2021-04-16,Tamil Nadu,971384,896759,13032
2021-04-16,Telangana,341885,309594,1797
2021-04-16,Tripura,33872,33119,391
2021-04-16,Uttarakhand,118646,100857,1819
2021-04-16,Uttar Pradesh,793720,633461,9583
2021-04-16,West Bengal,643795,592242,10506
2021-04-17,Andaman and Nicobar Islands,5331,5146,64
2021-04-17,Andhra Pradesh,955455,907598,7388
2021-04-17,Arunachal Pradesh,16967,16806,56
2021-04-17,Assam,223816,216546,1129
2021-04-17,Bihar,315427,274207,1722
2021-04-17,Chandigarh,33309,29485,410
2021-04-17,Chhattisgarh,532495,396357,5738
2021-04-17,Dadra and Nagar Haveli and Daman and Diu,4764,3794,4
2021-04-17,Delhi,827998,746239,11960
2021-04-17,Goa,66261,58746,872
2021-04-17,Gujarat,394229,333564,5267
2021-04-17,Haryana,349794,307850,3386
2021-04-17,Himachal Pradesh,75587,65947,1167
2021-04-17,India,14782911,12805189,177173
2021-04-17,Jammu and Kashmir,145166,132205,2051
2021-04-17,Jharkhand,158953,131928,1406
2021-04-17,Karnataka,1141998,1009549,13270
2021-04-17,Kerala,1221168,1135921,4905
2021-04-17,Ladakh,12071,10267,133
2021-04-17,Lakshadweep,1051,765,1
2021-04-17,Madhya Pradesh,395832,327452,4491
2021-04-17,Maharashtra,3770707,3061174,59970
2021-04-17,Manipur,29649,29083,376
2021-04-17,Meghalaya,14798,13997,152
2021-04-17,Mizoram,4809,4483,12
2021-04-17,Nagaland,12536,12102,94
2021-04-17,Odisha,364594,344825,1995
2021-04-17,Puducherry,47108,42313,705
2021-04-17,Punjab,295138,254805,7834
2021-04-17,Rajasthan,404355,341247,3109
2021-04-17,Sikkim,6591,6009,136
2021-04-17,Tamil Nadu,980728,902022,13071
2021-04-17,Telangana,346331,311008,1809
2021-04-17,Tripura,33930,33130,391
2021-04-17,Uttarakhand,121403,101659,1856
2021-04-17,Uttar Pradesh,821054,641292,9703
2021-04-17,West Bengal,651508,595668,10540
2021-04-18,Andaman and Nicobar Islands,5390,5200,64
2021-04-18,Andhra Pradesh,962037,909941,7410
2021-04-18,Arunachal Pradesh,16987,16809,56
2021-04-18,Assam,224455,216705,1135
2021-04-18,Bihar,324117,277667,1749
2021-04-18,Chandigarh,33934,29896,413
2021-04-18,Chhattisgarh,544840,410913,5908
2021-04-18,Dadra and Nagar Haveli and Daman and Diu,4968,3844,4
2021-04-18,Delhi,853460,766398,12121
2021-04-18,Goa,67212,59277,883
2021-04-18,Gujarat,404569,337545,5377
2021-04-18,Haryana,356971,311339,3415
2021-04-18,Himachal Pradesh,76375,66479,1177
2021-04-18,India,15057994,12949028,178793
2021-04-18,Jammu and Kashmir,146692,133168,2057
2021-04-18,Jharkhand,162945,133479,1456
2021-04-18,Karnataka,1161065,1014152,13351
2021-04-18,Kerala,1239425,1140486,4930
2021-04-18,Ladakh,12131,10351,133
2021-04-18,Lakshadweep,1165,769,1
2021-04-18,Madhya Pradesh,408080,334947,4557
2021-04-18,Maharashtra,3839338,3106828,60473
2021-04-18,Manipur,29721,29090,376
2021-04-18,Meghalaya,14869,14038,153
2021-04-18,Mizoram,4859,4509,12
2021-04-18,Nagaland,12555,12110,94
2021-04-18,Odisha,368258,346134,1997
2021-04-18,Puducherry,47771,42595,708
2021-04-18,Punjab,300038,257946,7902
2021-04-18,Rajasthan,414617,344331,3151
2021-04-18,Sikkim,6696,6014,136
2021-04-18,Tamil Nadu,991451,907947,13113
2021-04-18,Telangana,351424,312563,1824
2021-04-18,Tripura,33999,33137,391
2021-04-18,Uttarakhand,124033,102367,1868
2021-04-18,Uttar Pradesh,851620,650333,9830
2021-04-18,West Bengal,659927,599721,10568
2021-04-19,Andaman and Nicobar Islands,5421,5212,64
2021-04-19,Andhra Pradesh,968000,912510,7437
2021-04-19,Arunachal Pradesh,17052,16820,56
2021-04-19,Assam,225822,217017,1142
2021-04-19,Bihar,331604,280286,1790
2021-04-19,Chandigarh,34546,30325,417
2021-04-19,Chhattisgarh,558674,423591,6083
2021-04-19,Dadra and Nagar Haveli and Daman and Diu,5103,3934,4
2021-04-19,Delhi,877146,787898,12361
2021-04-19,Goa,68152,59705,900
2021-04-19,Gujarat,415972,341724,5494
2021-04-19,Haryana,363813,315002,3448
2021-04-19,Himachal Pradesh,78070,67072,1190
2021-04-19,India,15315011,13103397,180550
2021-04-19,Jammu and Kashmir,148208,133981,2063
2021-04-19,Jharkhand,167235,135256,1502
2021-04-19,Karnataka,1176850,1021250,13497
2021-04-19,Kerala,1253069,1144791,4951
2021-04-19,Ladakh,12306,10474,133
2021-04-19,Lakshadweep,1282,786,1
2021-04-19,Madhya Pradesh,420977,341783,4636
2021-04-19,Maharashtra,3898262,3159240,60824
2021-04-19,Manipur,29775,29102,377
2021-04-19,Meghalaya,14979,14071,154
2021-04-19,Mizoram,4904,4518,12
2021-04-19,Nagaland,12568,12110,94
2021-04-19,Odisha,372703,347637,2001
2021-04-19,Puducherry,48336,42931,713
2021-04-19,Punjab,304660,261364,7985
2021-04-19,Rajasthan,426584,346739,3204
2021-04-19,Sikkim,6705,6017,136
2021-04-19,Tamil Nadu,1002392,914119,13157
2021-04-19,Telangana,355433,314441,1838
2021-04-19,Tripura,34031,33152,391
2021-04-19,Uttarakhand,126193,102899,1892
2021-04-19,Uttar Pradesh,879831,661311,9997
2021-04-19,West Bengal,668353,604329,10606
2021-04-20,Andaman and Nicobar Islands,5466,5243,64
2021-04-20,Andhra Pradesh,976987,915626,7472
2021-04-20,Arunachal Pradesh,17113,16835,56
2021-04-20,Assam,227473,217296,1145
2021-04-20,Bihar,342059,283863,1841
2021-04-20,Chandigarh,35148,30768,421
2021-04-20,Chhattisgarh,574299,442337,6274
2021-04-20,Dadra and Nagar Haveli and Daman and Diu,5407,4021,4
2021-04-20,Delhi,905541,807328,12638
2021-04-20,Goa,69312,60145,926
2021-04-20,Gujarat,428178,346063,5615
2021-04-20,Haryana,371624,318369,3483
2021-04-20,Himachal Pradesh,79410,68150,1206
2021-04-20,India,15609389,13270065,182571
2021-04-20,Jammu and Kashmir,150238,134697,2071
2021-04-20,Jharkhand,172315,137590,1547
2021-04-20,Karnataka,1198644,1025821,13646
2021-04-20,Kerala,1272646,1148671,4979
2021-04-20,Ladakh,12556,10610,134
2021-04-20,Lakshadweep,1335,812,1
2021-04-20,Madhya Pradesh,433704,350720,4713
2021-04-20,Maharashtra,3960359,3213464,61343
2021-04-20,Manipur,29869,29106,378
2021-04-20,Meghalaya,15116,14105,154
2021-04-20,Mizoram,4995,4569,12
2021-04-20,Nagaland,12650,12110,94
2021-04-20,Odisha,377464,349377,2006
2021-04-20,Puducherry,48974,43184,717
2021-04-20,Punjab,309316,264562,8045
2021-04-20,Rajasthan,438785,349946,3268
2021-04-20,Sikkim,6796,6021,136
2021-04-20,Tamil Nadu,1013378,920369,13205
2021-04-20,Telangana,361359,316650,1856
2021-04-20,Tripura,34091,33168,391
2021-04-20,Uttarakhand,129205,103633,1919
2021-04-20,Uttar Pradesh,909405,675702,10159
2021-04-20,West Bengal,678172,609134,10652
2021-04-21,Andaman and Nicobar Islands,5490,5276,64
2021-04-21,Andhra Pradesh,986703,918985,7510
2021-04-21,Arunachal Pradesh,17186,16851,56
2021-04-21,Assam,229138,217593,1150
2021-04-21,Bihar,354281,288637,1897
2021-04-21,Chandigarh,35770,31222,423
2021-04-21,Chhattisgarh,588818,459600,6467
2021-04-21,Dadra and Nagar Haveli and Daman and Diu,5658,4122,4
2021-04-21,Delhi,930179,831928,12887
2021-04-21,Goa,70814,60571,943
2021-04-21,Gujarat,440731,350865,5740
2021-04-21,Haryana,381247,322297,3528
2021-04-21,Himachal Pradesh,81102,69058,1223
2021-04-21,India,15925141,13449499,184672
2021-04-21,Jammu and Kashmir,152442,135430,2084
2021-04-21,Jharkhand,177356,139921,1609
2021-04-21,Karnataka,1222202,1032233,13762
2021-04-21,Kerala,1295060,1154102,5001
2021-04-21,Ladakh,12739,10630,134
2021-04-21,Lakshadweep,1526,828,1
2021-04-21,Madhya Pradesh,446811,359755,4788
2021-04-21,Maharashtra,4027827,3268449,61911
2021-04-21,Manipur,29961,29128,380
2021-04-21,Meghalaya,15308,14130,157
2021-04-21,Mizoram,5085,4576,12
2021-04-21,Nagaland,12747,12114,94
2021-04-21,Odisha,382315,351386,2011
2021-04-21,Puducherry,49593,43467,722
2021-04-21,Punjab,314269,267289,8114
2021-04-21,Rajasthan,453407,353711,3330
2021-04-21,Sikkim,6846,6023,136
2021-04-21,Tamil Nadu,1025059,927440,13258
2021-04-21,Telangana,367901,319537,1876
2021-04-21,Tripura,34091,33168,391
2021-04-21,Uttarakhand,134012,104527,1953
2021-04-21,Uttar Pradesh,942511,689900,10346
2021-04-21,West Bengal,688956,614750,10710
2021-04-22,Andaman and Nicobar Islands,5527,5309,65
2021-04-22,Andhra Pradesh,997462,922977,7541
2021-04-22,Arunachal Pradesh,17296,16860,56
2021-04-22,Assam,231069,217991,1160
2021-04-22,Bihar,365770,293945,1956
2021-04-22,Chandigarh,36404,31704,427
2021-04-22,Chhattisgarh,605568,477339,6674
2021-04-22,Dadra and Nagar Haveli and Daman and Diu,6017,4216,4
2021-04-22,Delhi,956348,851537,13193
2021-04-22,Goa,72224,61032,964
2021-04-22,Gujarat,453836,355875,5877
2021-04-22,Haryana,390989,328809,3583
2021-04-22,Himachal Pradesh,82876,69747,1241
2021-04-22,India,16257672,13641816,186929
2021-04-22,Jammu and Kashmir,154407,136221,2092
2021-04-22,Jharkhand,184951,142294,1715
2021-04-22,Karnataka,1247997,1037857,13885
2021-04-22,Kerala,1322055,1160472,5029
2021-04-22,Ladakh,12937,10761,135
2021-04-22,Lakshadweep,1671,862,1
2021-04-22,Madhya Pradesh,459195,369375,4863
2021-04-22,Maharashtra,4094840,3330747,62479
2021-04-22,Manipur,30047,29153,381
2021-04-22,Meghalaya,15488,14198,157
2021-04-22,Mizoram,5158,4600,12
2021-04-22,Nagaland,12800,12116,94
2021-04-22,Odisha,388479,353551,2018
2021-04-22,Puducherry,50580,43931,726
2021-04-22,Punjab,319719,270946,8189
2021-04-22,Rajasthan,467875,357329,3389
2021-04-22,Sikkim,6970,6041,137
2021-04-22,Tamil Nadu,1037711,934966,13317
2021-04-22,Telangana,373468,321788,1899
2021-04-22,Tripura,34259,33242,391
2021-04-22,Uttarakhand,138010,106271,1972
2021-04-22,Uttar Pradesh,976765,706414,10541
2021-04-22,West Bengal,700904,621340,10766
2021-04-23,Andaman and Nicobar Islands,5569,5358,65
2021-04-23,Andhra Pradesh,1009228,927418,7579
2021-04-23,Arunachal Pradesh,17430,16921,56
2021-04-23,Assam,233453,218339,1172
2021-04-23,Bihar,378442,300012,2010
2021-04-23,Chandigarh,37232,32180,430
2021-04-23,Chhattisgarh,622965,492593,6893
2021-04-23,Dadra and Nagar Haveli and Daman and Diu,6253,4325,4
2021-04-23,Delhi,980679,875109,13541
2021-04-23,Goa,73644,61628,976
2021-04-23,Gujarat,467640,361493,6019
2021-04-23,Haryana,402843,335143,3643
2021-04-23,Himachal Pradesh,84065,70519,1267
2021-04-23,India,16602968,13862361,189549
2021-04-23,Jammu and Kashmir,156344,137240,2111
2021-04-23,Jharkhand,190692,145499,1778
2021-04-23,Karnataka,1274959,1046554,14075
2021-04-23,Kerala,1350502,1166135,5056
2021-04-23,Ladakh,13089,10920,135
2021-04-23,Lakshadweep,1805,879,1
2021-04-23,Madhya Pradesh,472785,380208,4937
2021-04-23,Maharashtra,4161676,3404792,63252
2021-04-23,Manipur,30151,29180,381
2021-04-23,Meghalaya,15631,14236,157
2021-04-23,Mizoram,5220,4605,12
2021-04-23,Nagaland,12889,12117,94
2021-04-23,Odisha,394694,356003,2026
2021-04-23,Puducherry,51372,44314,728
2021-04-23,Punjab,326447,274240,8264
2021-04-23,Rajasthan,483273,362526,3453
2021-04-23,Sikkim,7037,6055,137
2021-04-23,Tamil Nadu,1051487,943044,13395
2021-04-23,Telangana,379674,324840,1928
2021-04-23,Tripura,34299,33288,391
2021-04-23,Uttarakhand,142349,107450,2021
2021-04-23,Uttar Pradesh,1013370,728980,10737
2021-04-23,West Bengal,713780,628218,10825
2021-04-24,Andaman and Nicobar Islands,5614,5410,66
2021-04-24,Andhra Pradesh,1020926,931839,7616
2021-04-24,Arunachal Pradesh,17546,16940,56
2021-04-24,Assam,235689,218958,1186
2021-04-24,Bihar,390801,306753,2087
2021-04-24,Chandigarh,37943,32608,433
2021-04-24,Chhattisgarh,639696,509622,7111
2021-04-24,Dadra and Nagar Haveli and Daman and Diu,6504,4443,4
2021-04-24,Delhi,1004782,897804,13898
2021-04-24,Goa,75184,62113,993
2021-04-24,Gujarat,481737,367972,6171
2021-04-24,Haryana,413334,340247,3703
2021-04-24,Himachal Pradesh,86138,71396,1291
2021-04-24,India,16951964,14078170,192310
2021-04-24,Jammu and Kashmir,158374,138184,2126
2021-04-24,Jharkhand,195844,148364,1888
2021-04-24,Karnataka,1304397,1055612,14283
2021-04-24,Kerala,1377187,1173202,5081
2021-04-24,Ladakh,13237,11129,136
2021-04-24,Lakshadweep,1962,912,1
2021-04-24,Madhya Pradesh,485703,391299,5041
2021-04-24,Maharashtra,4228836,3468610,63928
2021-04-24,Manipur,30281,29193,383
2021-04-24,Meghalaya,15786,14384,158
2021-04-24,Mizoram,5283,4637,12
2021-04-24,Nagaland,13003,12117,95
2021-04-24,Odisha,401341,359467,2034
2021-04-24,Puducherry,52271,44767,737
2021-04-24,Punjab,332110,277189,8356
2021-04-24,Rajasthan,498628,367485,3527
2021-04-24,Sikkim,7158,6069,137
2021-04-24,Tamil Nadu,1066329,952186,13475
2021-04-24,Telangana,387106,326997,1961
2021-04-24,Tripura,34426,33333,391
2021-04-24,Uttarakhand,147433,108916,2102
2021-04-24,Uttar Pradesh,1051314,752211,10959
2021-04-24,West Bengal,728061,635802,10884
2021-04-25,Andaman and Nicobar Islands,5665,5467,66
2021-04-25,Andhra Pradesh,1033560,936143,7685
2021-04-25,Arunachal Pradesh,17607,16968,58
2021-04-25,Assam,237533,219516,1200
2021-04-25,Bihar,403596,314286,2155
2021-04-25,Chandigarh,38692,33021,435
2021-04-25,Chhattisgarh,652362,521217,7310
2021-04-25,Dadra and Nagar Haveli and Daman and Diu,6712,4549,4
2021-04-25,Delhi,1027715,918875,14248
2021-04-25,Goa,77477,62771,1017
2021-04-25,Gujarat,496033,374699,6328
2021-04-25,Haryana,424319,346304,3767
2021-04-25,Himachal Pradesh,87501,72557,1323
2021-04-25,India,17306622,14296796,195118
2021-04-25,Jammu and Kashmir,160755,139050,2147
2021-04-25,Jharkhand,201747,151651,1991
2021-04-25,Karnataka,1339201,1062594,14426
2021-04-25,Kerala,1405656,1181324,5111
2021-04-25,Ladakh,13357,11192,138
